,Unnamed: 0,Tweet,StopwordRemoval,Casefolding,Normalize,RemoveEmoticon,Stemming,HasilPreprocess,HasilProcess_lr,HasilProcess_svm,HasilProcess_dt,HasilProcess_nb,HasilProcess_stacking
369,369,"#badja Jakarta tidak butuh kalian lagi, tapi Indonesia menunggu untuk pengabdian kalian.","#badja Jakarta butuh lagi, Indonesia menunggu pengabdian kalian.","#badja jaka a tidak butuh kalian lagi, tapi indonesia menunggu untuk pengabdian kalian.","#badja Jakarta tidak butuh kalian lagi, tapi Indonesia menunggu untuk pengabdian kalian.","#badja Jakarta tidak butuh kalian lagi, tapi Indonesia menunggu untuk pengabdian kalian.",badja jakarta tidak butuh kalian lagi tapi indonesia tunggu untuk abdi kalian,badja jaka a butuh lagi indonesia tunggu abdi kalian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,adalah ujaran kebencian,bukan ujaran kebencian
370,370,"Artikel saya untuk Mas @pandji. Dari reklamasi, penggusuran, DP 0 Rupiah, OKE OCE, hingga ""figur pemersatu"".","Artikel Mas @pandji. Dari reklamasi, penggusuran, DP 0 Rupiah, OKE OCE, ""figur pemersatu"".","a ikel saya untuk mas pandji. dari reklamasi, penggusuran, dp  rupiah, oke oce, hingga ""figur pemersatu"".","Artikel saya untuk Mas @pandji. Dari reklamasi, penggusuran, DP 0 Rupiah, OKE OCE, hingga ""figur pemersatu"".","Artikel saya untuk Mas @pandji. Dari reklamasi, penggusuran, DP 0 Rupiah, OKE OCE, hingga ""figur pemersatu"".",artikel saya untuk mas pandji dari reklamasi gusur dp 0 rupiah oke oce hingga figur satu,a ikel mas pandji reklamasi gusur uang muka rupiah oke oce figur satu,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
371,371,"#BesokGueAhok Karena Terbukti Dan Teruji Dari Segi Kerjanya,Ahok Untuk DKI Jakarta Lebih Baik Kemudian #TetapAhok","#BesokGueAhok Karena Terbukti Dan Teruji Dari Segi Kerjanya,Ahok Untuk DKI Jakarta Lebih Baik Kemudian #TetapAhok","#besokgueahok karena terbukti dan teruji dari segi kerjanya,ahok untuk dki jaka a lebih baik kemudian #tetapahok","#BesokGueAhok Karena Terbukti Dan Teruji Dari Segi Kerjanya,Ahok Untuk DKI Jakarta Lebih Baik Kemudian #TetapAhok","#BesokGueAhok Karena Terbukti Dan Teruji Dari Segi Kerjanya,Ahok Untuk DKI Jakarta Lebih Baik Kemudian #TetapAhok",besokgueahok karena bukti dan uji dari segi kerja ahok untuk dki jakarta lebih baik kemudian tetapahok,besokgueahok bukti uji segi kerja ahok daerah khusus ibukota jaka a tetapahok,bukan ujaran kebencian,bukan ujaran kebencian,adalah ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
372,372,"ga tinggal di Jakarta sih, tp 1 rumah ngotot banget dukung Pak @basuki_btp!","ga tinggal Jakarta sih, tp 1 rumah ngotot banget dukung Pak @basuki_btp!","ga tinggal di jaka a sih, tp  rumah ngotot banget dukung pak basuki_btp!","tidak tinggal di Jakarta sih, tetapi 1 rumah mengotot banget dukung Pak @basuki_btp!","ga tinggal di Jakarta sih, tp 1 rumah ngotot banget dukung Pak @basuki_btp!",ga tinggal di jakarta sih tp 1 rumah ngotot banget dukung pak basuki btp,tidak tinggal jaka a sih tetapi rumah otot banget dukung basuki btp,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
373,373,Semangat Pilkada! Untukmu pilihanmu dan untukku pilihanku #tetapahok,Semangat Pilkada! Untukmu pilihanmu untukku pilihanku #tetapahok,semangat pilkada! untukmu pilihanmu dan untukku pilihanku #tetapahok,Semangat Pilkada! Untukmu pilihanmu dan untukku pilihanku #tetapahok,Semangat Pilkada! Untukmu pilihanmu dan untukku pilihanku #tetapahok,semangat pilkada untuk pilih dan untuk pilih tetapahok,semangat pilkada untuk pilih untuk pilih tetapahok,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
374,374,"Tapi perbedaan vital di reklamasi sama perumahan, justru gak bisa berkutik sama sekali.","Tapi perbedaan vital reklamasi perumahan, gak berkutik sekali.","tapi perbedaan vital di reklamasi sama perumahan, justru gak bisa berkutik sama sekali.","Tapi perbedaan vital di reklamasi sama perumahan, justru tidak bisa berkutik sama sekali.","Tapi perbedaan vital di reklamasi sama perumahan, justru gak bisa berkutik sama sekali.",tapi beda vital di reklamasi sama rumah justru gak bisa kutik sama sekali,beda vital reklamasi rumah tidak kutik sekali,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
375,375,"Sabar dulu jgn tergesa2 nagih, beliau belum dilantik baru bulan Oktober nanti.","Sabar jgn tergesa2 nagih, beliau dilantik Oktober nanti.","sabar dulu jgn tergesa nagih, beliau belum dilantik baru bulan oktober nanti.","Sabar dulu jangan tergesa2 nagih, beliau belum dilantik baru bulan Oktober nanti.","Sabar dulu jgn tergesa2 nagih, beliau belum dilantik baru bulan Oktober nanti.",sabar dulu jgn tergesa2 nagih beliau belum lantik baru bulan oktober nanti,sabar jangan gesa nagih beliau lantik oktober nanti,bukan ujaran kebencian,bukan ujaran kebencian,adalah ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
376,376,Pak @aniesbaswedan knpa ngga mampir dulu ke tempat saya. Orangtua saya ngefans bgt,Pak @aniesbaswedan knpa ngga mampir saya. Orangtua ngefans bgt,pak aniesbaswedan knpa ngga mampir dulu ke tempat saya. orangtua saya ngefans bgt,Pak @aniesbaswedan kenapa tidak mampir dulu ke tempat saya. Orangtua saya menggemari banget,Pak @aniesbaswedan knpa ngga mampir dulu ke tempat saya. Orangtua saya ngefans bgt,pak aniesbaswedan knpa ngga mampir dulu ke tempat saya orangtua saya ngefans bgt,aniesbaswedan kenapa tidak mampir saya orang tua gari banget,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
377,377,Semoga @persijajkt lebih maju dengan adanya gubernur era baru.,Semoga @persijajkt maju gubernur era baru.,semoga persijajkt lebih maju dengan adanya gubernur era baru.,Semoga @persijajkt lebih maju dengan adanya gubernur era baru.,Semoga @persijajkt lebih maju dengan adanya gubernur era baru.,moga persijajkt lebih maju dengan ada gubernur era baru,moga persijajkt maju gubernur era baru,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
378,378,Tetap di masyarakat jakarta dan selalu membuat jakarta lebih baik.Dan hasilnya pun sudah terbukti,Tetap masyarakat jakarta jakarta baik.Dan hasilnya terbukti,tetap di masyarakat jaka a dan selalu membuat jaka a lebih baik.dan hasilnya pun sudah terbukti,Tetap di masyarakat jakarta dan selalu membuat jakarta lebih baik.Dan hasilnya pun sudah terbukti,Tetap di masyarakat jakarta dan selalu membuat jakarta lebih baik.Dan hasilnya pun sudah terbukti,tetap di masyarakat jakarta dan selalu buat jakarta lebih baik dan hasil pun sudah bukti,masyarakat jaka a jaka a baik dan hasil bukti,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
379,379,saya sebagai masyarakat jakarta salut terhadap kepemimpinan pak ahok.,masyarakat jakarta salut kepemimpinan ahok.,saya sebagai masyarakat jaka a salut terhadap kepemimpinan pak ahok.,saya sebagai masyarakat jakarta salut terhadap kepemimpinan pak ahok.,saya sebagai masyarakat jakarta salut terhadap kepemimpinan pak ahok.,saya bagai masyarakat jakarta salut hadap pimpin pak ahok,masyarakat jaka a salut pimpin ahok,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
380,380,Semua sayang ahok. Saya berharap ahok bisa jadi presiden selanjutnya bersama pak jokowi.,Semua sayang ahok. Saya berharap ahok presiden jokowi.,semua sayang ahok. saya berharap ahok bisa jadi presiden selanjutnya bersama pak jokowi.,Semua sayang ahok. Saya berharap ahok bisa jadi presiden selanjutnya bersama pak jokowi.,Semua sayang ahok. Saya berharap ahok bisa jadi presiden selanjutnya bersama pak jokowi.,semua sayang ahok saya harap ahok bisa jadi presiden lanjut sama pak jokowi,sayang ahok harap ahok presiden jokowi,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,adalah ujaran kebencian,bukan ujaran kebencian
381,381,Bukan lagi milik jakarta lagi ahok tapi milik kita untuk membangun jakarta lebih baik,Bukan milik jakarta ahok milik membangun jakarta,bukan lagi milik jaka a lagi ahok tapi milik kita untuk membangun jaka a lebih baik,Bukan lagi milik jakarta lagi ahok tapi milik kita untuk membangun jakarta lebih baik,Bukan lagi milik jakarta lagi ahok tapi milik kita untuk membangun jakarta lebih baik,bukan lagi milik jakarta lagi ahok tapi milik kita untuk bangun jakarta lebih baik,milik jaka a ahok milik bangun jaka a,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
382,382,"Pak Ahok, jadi cagub di Bekasi aja ya pak... Bekasi mau dipimpin orang seperti bapak, biar ada perubahan lebih baik @basukibtp","Pak Ahok, cagub Bekasi aja ya pak... Bekasi dipimpin orang bapak, biar perubahan @basukibtp","pak ahok, jadi cagub di bekasi aja ya pak... bekasi mau dipimpin orang sepe i bapak, biar ada perubahan lebih baik basukibtp","Pak Ahok, jadi calon gubernur di Bekasi saja ya pak... Bekasi mau dipimpin orang seperti bapak, biar ada perubahan lebih baik @basukibtp","Pak Ahok, jadi cagub di Bekasi aja ya pak... Bekasi mau dipimpin orang seperti bapak, biar ada perubahan lebih baik @basukibtp",pak ahok jadi cagub di bekas aja ya pak bekas mau pimpin orang seperti bapak biar ada ubah lebih baik basukibtp,ahok calon gubernur bekas saja ya pak bekas pimpin orang sepe i bapak biar ubah basuki tjahaja purnama,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
383,383,Kekalahan Ahok adalah kemunduran peradaban di Indonesia. Selamat datang radikalisme. Akal sehat sudah tidak ada dinegara ini.,Kekalahan Ahok kemunduran peradaban Indonesia. Selamat radikalisme. Akal sehat dinegara ini.,kekalahan ahok adalah kemunduran peradaban di indonesia. selamat datang radikalisme. akal sehat sudah tidak ada dinegara ini.,Kekalahan Ahok adalah kemunduran peradaban di Indonesia. Selamat datang radikalisme. Akal sehat sudah tidak ada di negara ini.,Kekalahan Ahok adalah kemunduran peradaban di Indonesia. Selamat datang radikalisme. Akal sehat sudah tidak ada dinegara ini.,kalah ahok adalah mundur adab di indonesia selamat datang radikalisme akal sehat sudah tidak ada negara ini,kalah ahok mundur adab indonesia selamat radikalisme akal sehat di negara ini,adalah ujaran kebencian,adalah ujaran kebencian,bukan ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
384,384,"Semangat pak ahok , bapak sudah berjuang sekuat tenaga dan sudah berusaha melakukan yang terbaik, terima kasih pak","Semangat ahok , berjuang sekuat tenaga berusaha terbaik, terima kasih","semangat pak ahok , bapak sudah berjuang sekuat tenaga dan sudah berusaha melakukan yang terbaik, terima kasih pak","Semangat pak ahok , bapak sudah berjuang sekuat tenaga dan sudah berusaha melakukan yang terbaik, terima kasih pak","Semangat pak ahok , bapak sudah berjuang sekuat tenaga dan sudah berusaha melakukan yang terbaik, terima kasih pak",semangat pak ahok bapak sudah juang kuat tenaga dan sudah usaha laku yang baik terima kasih pak,semangat ahok juang kuat tenaga usaha baik terima kasih,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
385,385,Terima Kasih pak sudah mengabdi dijakarta dengan segudang permintaan warga.,Terima Kasih mengabdi dijakarta segudang permintaan warga.,terima kasih pak sudah mengabdi dijaka a dengan segudang permintaan warga.,Terima Kasih pak sudah mengabdi di jakarta dengan segudang permintaan warga.,Terima Kasih pak sudah mengabdi dijakarta dengan segudang permintaan warga.,terima kasih pak sudah abdi dijakarta dengan gudang minta warga,terima kasih abdi jaka a gudang minta warga,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
386,386,"Mungkin ada kata kata yang menyakitkan ya pak, tapi semoga itu menjadi semangat untuk bapak kedepannya.","Mungkin menyakitkan ya pak, semoga semangat kedepannya.","mungkin ada kata kata yang menyakitkan ya pak, tapi semoga itu menjadi semangat untuk bapak kedepannya.","Mungkin ada kata kata yang menyakitkan ya pak, tapi semoga itu menjadi semangat untuk bapak kedepannya.","Mungkin ada kata kata yang menyakitkan ya pak, tapi semoga itu menjadi semangat untuk bapak kedepannya.",mungkin ada kata kata yang sakit ya pak tapi moga itu jadi semangat untuk bapak depan,sakit ya pak moga semangat depan,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
387,387,Walaupun bapak tidak menang. Tapi saya menikmati kerja keras bapak selama menjabat. Terima kasih untuk bapak ahok.,Walaupun menang. Tapi menikmati kerja keras menjabat. Terima kasih ahok.,walaupun bapak tidak menang. tapi saya menikmati kerja keras bapak selama menjabat. terima kasih untuk bapak ahok.,Walaupun bapak tidak menang. Tapi saya menikmati kerja keras bapak selama menjabat. Terima kasih untuk bapak ahok.,Walaupun bapak tidak menang. Tapi saya menikmati kerja keras bapak selama menjabat. Terima kasih untuk bapak ahok.,walaupun bapak tidak menang tapi saya nikmat kerja keras bapak lama jabat terima kasih untuk bapak ahok,menang nikmat kerja keras jabat terima kasih ahok,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
388,388,miris ya pak ahok...sukses slalu buat my idola pak ahok,miris ya ahok...sukses slalu my idola ahok,miris ya pak ahok...sukses slalu buat my idola pak ahok,miris ya pak ahok...sukses selalu buat my idola pak ahok,miris ya pak ahok...sukses slalu buat my idola pak ahok,miris ya pak ahok sukses slalu buat my idola pak ahok,miris ya ahok sukses selalu my idola ahok,adalah ujaran kebencian,adalah ujaran kebencian,bukan ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
389,389,"Gue lebih suka Ahok bantuin Jokowi ngurusin Indonesia agar lebih cepet maju, bukan hanya Jakarta.","Gue suka Ahok bantuin Jokowi ngurusin Indonesia cepet maju, Jakarta.","gue lebih suka ahok bantuin jokowi ngurusin indonesia agar lebih cepet maju, bukan hanya jaka a.","Gue lebih suka Ahok bantu Jokowi mengurus Indonesia agar lebih cepat maju, bukan hanya Jakarta.","Gue lebih suka Ahok bantuin Jokowi ngurusin Indonesia agar lebih cepet maju, bukan hanya Jakarta.",gue lebih suka ahok bantuin jokowi ngurusin indonesia agar lebih cepet maju bukan hanya jakarta,gue suka ahok bantu jokowi urus indonesia cepat maju jaka a,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian
390,390,"Pak kok saya pngn peluk bapak sambil bilang "" pak tetap semangat ya, saya selalu mendoakan yg terbaik untuk bapak""","Pak pngn peluk bilang "" semangat ya, mendoakan yg terbaik bapak""","pak kok saya pngn peluk bapak sambil bilang "" pak tetap semangat ya, saya selalu mendoakan yg terbaik untuk bapak""","Pak kok saya ingin peluk bapak sambil bilang "" pak tetap semangat ya, saya selalu mendoakan yang terbaik untuk bapak""","Pak kok saya pngn peluk bapak sambil bilang "" pak tetap semangat ya, saya selalu mendoakan yg terbaik untuk bapak""",pak kok saya pngn peluk bapak sambil bilang pak tetap semangat ya saya selalu doa yg baik untuk bapak,ingin peluk bilang semangat ya doa yang baik bapak,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
391,391,aya bukan warga jakarta tp saya sering ke jakarta.....saya bangga jakarta pernah di pegang bapak. Jadi rapih pak sekarang.....,aya warga jakarta tp jakarta.....saya bangga jakarta pegang bapak. Jadi rapih sekarang.....,aya bukan warga jaka a tp saya sering ke jaka a.....saya bangga jaka a pernah di pegang bapak. jadi rapih pak sekarang.....,ada bukan warga jakarta tetapi saya sering ke jakarta.....saya bangga jakarta pernah di pegang bapak. Jadi rapi pak sekarang.....,aya bukan warga jakarta tp saya sering ke jakarta.....saya bangga jakarta pernah di pegang bapak. Jadi rapih pak sekarang.....,aya bukan warga jakarta tp saya sering ke jakarta saya bangga jakarta pernah di pegang bapak jadi rapih pak sekarang,ada warga jaka a tetapi jaka a saya bangga jaka a pegang bapak rapi sekarang,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
392,392,Maka seyogyanya pilihanku #TetapAhok karna terlihat pencerahan pd sistem birokrasi.,Maka seyogyanya pilihanku #TetapAhok karna pencerahan pd sistem birokrasi.,maka seyogyanya pilihanku #tetapahok karna terlihat pencerahan pd sistem birokrasi.,Maka seyogyanya pilihanku #TetapAhok karena terlihat pencerahan pada sistem birokrasi.,Maka seyogyanya pilihanku #TetapAhok karna terlihat pencerahan pd sistem birokrasi.,maka seyogyanya pilih tetapahok karna lihat cerah pd sistem birokrasi,seyogyanya pilih tetapahok karena cerah pada sistem birokrasi,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
393,393,Pak ahok tetap menjadi gubenur dihatiku ....,Pak ahok gubenur dihatiku ....,pak ahok tetap menjadi gubenur dihatiku ....,Pak ahok tetap menjadi gubernur di hatiku ....,Pak ahok tetap menjadi gubenur dihatiku ....,pak ahok tetap jadi gubenur hati,ahok gubernur di hati,bukan ujaran kebencian,bukan ujaran kebencian,adalah ujaran kebencian,adalah ujaran kebencian,bukan ujaran kebencian
394,394,Dari lahir di Jakarta sampe detik ini baru gue liat kali & pintu air Manggarai bersih dari sampah ya pas jaman Jokowi sampe Ahok. #TetapAhok,Dari lahir Jakarta sampe detik gue liat kali & pintu air Manggarai bersih sampah ya pas jaman Jokowi sampe Ahok. #TetapAhok,dari lahir di jaka a sampe detik ini baru gue liat kali & pintu air manggarai bersih dari sampah ya pas jaman jokowi sampe ahok. #tetapahok,Dari lahir di Jakarta sampai detik ini baru gue lihat kali & pintu air Manggarai bersih dari sampah ya pas jaman Jokowi sampai Ahok. #TetapAhok,Dari lahir di Jakarta sampe detik ini baru gue liat kali & pintu air Manggarai bersih dari sampah ya pas jaman Jokowi sampe Ahok. #TetapAhok,dari lahir di jakarta sampe detik ini baru gue liat kali pintu air manggarai bersih dari sampah ya pas jaman jokowi sampe ahok tetapahok,lahir jaka a sampai detik gue lihat kali pintu air manggarai bersih sampah ya pas jaman jokowi sampai ahok tetapahok,bukan ujaran kebencian,bukan ujaran kebencian,adalah ujaran kebencian,bukan ujaran kebencian,bukan ujaran kebencian
